Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0238462,Medullary carcinoma of thyroid,,-7.1,6.2,7.9,30244,330,207,14,6.8,1.7,595|596|887|1026|1031|1544|2099|2346|5530|7040|7329|8289|8842|79109,CCND1|BCL2|CCKBR|CDKN1A|CDKN2C|CYP1A2|ESR1|FOLH1|PPP3CA|TGFB1|UBE2I|ARID1A|PROM1|MAPKAP1,-5,cluster_1_x_name
DisGeNET,35,C0085413,"Polycystic Kidney, Autosomal Dominant",,-7.1,6.8,8.1,30244,280,207,13,6.3,1.7,348|2099|4846|5587|6497|6558|6833|7040|7369|8842|9033|9612|55107,APOE|ESR1|NOS3|PRKD1|SKI|SLC12A2|ABCC8|TGFB1|UMOD|PROM1|PKD2L1|NCOR2|ANO1,-5,cluster_1_x_name
Cell Type Signatures,7,M39209,HAY BONE MARROW STROMAL,,-7.1,4,7,30244,765,207,21,10,2.1,348|857|2260|2335|2669|2697|3672|4053|5156|5217|5596|6542|6581|6833|8572|8633|9351|9635|10266|10979|79901,APOE|CAV1|FGFR1|FN1|GEM|GJA1|ITGA1|LTBP2|PDGFRA|PFN2|MAPK4|SLC7A2|SLC22A3|ABCC8|PDLIM4|UNC5C|NHERF2|CLCA2|RAMP2|FERMT2|CYBRD1,-5,cluster_1_x_name
DisGeNET,35,C0206726,gliosarcoma,,-7.1,15,10,30244,80,207,8,3.9,1.3,887|2099|2260|2697|4792|5156|5728|8842,CCKBR|ESR1|FGFR1|GJA1|NFKBIA|PDGFRA|PTEN|PROM1,-5,cluster_1_x_name
DisGeNET,35,C0278595,Adult Fibrosarcoma,,-7.1,5.7,7.7,30244,387,207,15,7.2,1.8,595|596|1026|1398|2335|2697|4507|5728|5747|5970|6237|6857|7040|8842|135112,CCND1|BCL2|CDKN1A|CRK|FN1|GJA1|MTAP|PTEN|PTK2|RELA|RRAS|SYT1|TGFB1|PROM1|NCOA7,-5,cluster_1_x_name
TRRUST,34,TRR01158,Regulated by: RELA,,-7.1,6.1,7.8,30244,333,207,14,6.8,1.7,595|596|842|1026|2309|2335|4792|4846|5241|5728|9612|23411|27347|50507,CCND1|BCL2|CASP9|CDKN1A|FOXO3|FN1|NFKBIA|NOS3|PGR|PTEN|NCOR2|SIRT1|STK39|NOX4,-5,cluster_1_x_name
DisGeNET,35,C0024115,Lung diseases,,-7.1,4.2,7.1,30244,700,207,20,9.7,2.1,154|596|857|1026|1843|2099|2335|2547|3643|3663|4792|4846|4881|5156|5728|5747|6259|7040|23411|55107,ADRB2|BCL2|CAV1|CDKN1A|DUSP1|ESR1|FN1|XRCC6|INSR|IRF5|NFKBIA|NOS3|NPR1|PDGFRA|PTEN|PTK2|RYK|TGFB1|SIRT1|ANO1,-5,cluster_1_x_name
DisGeNET,35,C0022650,Kidney Calculi,,-7.1,8.5,8.6,30244,190,207,11,5.3,1.6,358|2335|4846|6934|7040|7369|9213|23411|50507|51422|54822,AQP1|FN1|NOS3|TCF7L2|TGFB1|UMOD|XPR1|SIRT1|NOX4|PRKAG2|TRPM7,-5,cluster_1_x_name
DisGeNET,35,C0234985,Mental deterioration,,-7,4.9,7.3,30244,508,207,17,8.2,1.9,348|596|1106|1398|1843|2099|2697|3643|4773|4846|5530|7040|8633|8660|22906|23411|54822,APOE|BCL2|CHD2|CRK|DUSP1|ESR1|GJA1|INSR|NFATC2|NOS3|PPP3CA|TGFB1|UNC5C|IRS2|TRAK1|SIRT1|TRPM7,-5,cluster_1_x_name
DisGeNET,35,C2938924,Oestrogen receptor positive breast cancer,,-7,4.9,7.3,30244,510,207,17,8.2,1.9,463|595|596|1557|2099|2260|2534|2697|5241|5728|6934|7040|7329|9612|23411|55107|79068,ZFHX3|CCND1|BCL2|CYP2C19|ESR1|FGFR1|FYN|GJA1|PGR|PTEN|TCF7L2|TGFB1|UBE2I|NCOR2|SIRT1|ANO1|FTO,-4.9,cluster_1_x_name
DisGeNET,35,C0220650,Metastatic malignant neoplasm to brain,,-7,5.6,7.6,30244,392,207,15,7.2,1.8,51|358|596|857|1855|2099|2260|2346|2697|4088|5241|5728|7040|23411|150094,ACOX1|AQP1|BCL2|CAV1|DVL1|ESR1|FGFR1|FOLH1|GJA1|SMAD3|PGR|PTEN|TGFB1|SIRT1|SIK1,-4.9,cluster_1_x_name
DisGeNET,35,C0282160,Aplasia Cutis Congenita,,-7,5.6,7.6,30244,392,207,15,7.2,1.8,358|595|596|1584|2099|2260|2309|2335|2346|2904|5241|5587|5728|8842|9351,AQP1|CCND1|BCL2|CYP11B1|ESR1|FGFR1|FOXO3|FN1|FOLH1|GRIN2B|PGR|PRKD1|PTEN|PROM1|NHERF2,-4.9,cluster_1_x_name
DisGeNET,35,C3495559,Juvenile arthritis,,-7,5.2,7.4,30244,450,207,16,7.7,1.9,154|596|987|1605|1843|1844|2099|2669|3663|4088|4792|4846|6934|7040|23166|150094,ADRB2|BCL2|LRBA|DAG1|DUSP1|DUSP2|ESR1|GEM|IRF5|SMAD3|NFKBIA|NOS3|TCF7L2|TGFB1|STAB1|SIK1,-4.9,cluster_1_x_name
DisGeNET,35,C0015625,Fanconi Anemia,,-7,5.6,7.6,30244,393,207,15,7.2,1.8,857|898|1026|1398|2335|2547|3643|4292|4988|5728|5970|6857|7040|7514|9213,CAV1|CCNE1|CDKN1A|CRK|FN1|XRCC6|INSR|MLH1|OPRM1|PTEN|RELA|SYT1|TGFB1|XPO1|XPR1,-4.9,cluster_1_x_name
DisGeNET,35,C0003130,Anoxia,,-7,6.6,7.9,30244,287,207,13,6.3,1.7,348|595|596|842|1129|1843|2099|3159|4088|4846|6720|7040|50507,APOE|CCND1|BCL2|CASP9|CHRM2|DUSP1|ESR1|HMGA1|SMAD3|NOS3|SREBF1|TGFB1|NOX4,-4.9,cluster_1_x_name
TRRUST,34,TRR00875,Regulated by: NFKB1,,-7,6,7.7,30244,339,207,14,6.8,1.7,595|596|842|1026|2309|2335|4792|4846|4988|5728|7040|9612|27347|50507,CCND1|BCL2|CASP9|CDKN1A|FOXO3|FN1|NFKBIA|NOS3|OPRM1|PTEN|TGFB1|NCOR2|STK39|NOX4,-4.9,cluster_1_x_name
DisGeNET,35,C0038013,Ankylosing spondylitis,,-7,4.1,7,30244,710,207,20,9.7,2.1,59|358|406|842|1398|1605|2099|2669|2697|3672|4088|4792|4846|5728|5970|6857|7040|8503|23411|81619,ACTA2|AQP1|BMAL1|CASP9|CRK|DAG1|ESR1|GEM|GJA1|ITGA1|SMAD3|NFKBIA|NOS3|PTEN|RELA|SYT1|TGFB1|PIK3R3|SIRT1|TSPAN14,-4.9,cluster_1_x_name
DisGeNET,35,C0036095,Salivary Gland Neoplasms,,-7,11,9.3,30244,116,207,9,4.3,1.4,358|595|596|2346|4292|5241|5587|5728|57419,AQP1|CCND1|BCL2|FOLH1|MLH1|PGR|PRKD1|PTEN|SLC24A3,-4.9,cluster_1_x_name
Cell Type Signatures,7,M39236,LAKE ADULT KIDNEY C17 COLLECTING SYSTEM PCS STRESSED DISSOC SUBSET,,-6.9,7.3,8.1,30244,240,207,12,5.8,1.6,658|744|1843|4205|4643|5581|6546|22906|23327|51422|84871|135112,BMPR1B|MPPED2|DUSP1|MEF2A|MYO1E|PRKCE|SLC8A1|TRAK1|NEDD4L|PRKAG2|AGBL4|NCOA7,-4.9,cluster_1_x_name
DisGeNET,35,C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,-6.9,4.3,7,30244,644,207,19,9.2,2,595|596|1026|1031|1398|1785|1843|2009|2260|2309|2547|3159|4088|4507|5156|5728|8842|8861|23411,CCND1|BCL2|CDKN1A|CDKN2C|CRK|DNM2|DUSP1|EML1|FGFR1|FOXO3|XRCC6|HMGA1|SMAD3|MTAP|PDGFRA|PTEN|PROM1|LDB1|SIRT1,-4.9,cluster_1_x_name
Cell Type Signatures,7,M39246,LAKE ADULT KIDNEY C27 VASCULAR SMOOTH MUSCLE CELLS AND PERICYTES,,-6.9,9.4,8.7,30244,155,207,10,4.8,1.5,59|463|1843|3672|5728|6546|8395|23331|28232|85004,ACTA2|ZFHX3|DUSP1|ITGA1|PTEN|SLC8A1|PIP5K1B|TTC28|SLCO3A1|RERG,-4.8,cluster_1_x_name
DisGeNET,35,C0376618,Endotoxemia,,-6.9,5.5,7.5,30244,401,207,15,7.2,1.8,596|842|898|1373|1398|2697|3159|4205|4624|4846|6720|6833|23411|50507|54822,BCL2|CASP9|CCNE1|CPS1|CRK|GJA1|HMGA1|MEF2A|MYH6|NOS3|SREBF1|ABCC8|SIRT1|NOX4|TRPM7,-4.8,cluster_1_x_name
DisGeNET,35,C0023487,Acute Promyelocytic Leukemia,,-6.9,4.3,7,30244,651,207,19,9.2,2,596|898|1026|1031|2060|2260|2309|5241|5728|5970|6833|6857|7040|7329|7514|8289|8554|9213|9612,BCL2|CCNE1|CDKN1A|CDKN2C|EPS15|FGFR1|FOXO3|PGR|PTEN|RELA|ABCC8|SYT1|TGFB1|UBE2I|XPO1|ARID1A|PIAS1|XPR1|NCOR2,-4.8,cluster_1_x_name
DisGeNET,35,C4049446,Neointimal hyperplasia,,-6.9,8.1,8.3,30244,198,207,11,5.3,1.6,348|857|1655|2309|2697|4088|4643|4846|5728|7040|23411,APOE|CAV1|DDX5|FOXO3|GJA1|SMAD3|MYO1E|NOS3|PTEN|TGFB1|SIRT1,-4.8,cluster_1_x_name
DisGeNET,35,C0038443,"Stress, Psychological",,-6.8,8.1,8.3,30244,199,207,11,5.3,1.6,154|348|1398|1844|2099|2904|4792|4846|4988|23411|79068,ADRB2|APOE|CRK|DUSP2|ESR1|GRIN2B|NFKBIA|NOS3|OPRM1|SIRT1|FTO,-4.8,cluster_1_x_name
DisGeNET,35,C1527390,"Neoplasms, Intracranial",,-6.8,9.3,8.7,30244,157,207,10,4.8,1.5,595|596|1557|2099|5156|5728|5970|7040|8842|23411,CCND1|BCL2|CYP2C19|ESR1|PDGFRA|PTEN|RELA|TGFB1|PROM1|SIRT1,-4.8,cluster_1_x_name
DisGeNET,35,C1266119,Solitary fibrous tumor,,-6.8,18,11,30244,58,207,7,3.4,1.3,595|596|1398|2260|5156|5728|5970,CCND1|BCL2|CRK|FGFR1|PDGFRA|PTEN|RELA,-4.8,cluster_1_x_name
DisGeNET,35,C0541764,Delayed bone age,,-6.8,6.4,7.8,30244,295,207,13,6.3,1.7,857|1584|1855|2099|2260|2697|3643|5728|6237|8289|10060|22808|56992,CAV1|CYP11B1|DVL1|ESR1|FGFR1|GJA1|INSR|PTEN|RRAS|ARID1A|ABCC9|MRAS|KIF15,-4.8,cluster_1_x_name
DisGeNET,35,C1837218,"Cleft palate, isolated",,-6.8,6.4,7.8,30244,295,207,13,6.3,1.7,596|1544|2099|2260|4088|4846|5156|5241|6259|6934|7040|23327|81570,BCL2|CYP1A2|ESR1|FGFR1|SMAD3|NOS3|PDGFRA|PGR|RYK|TCF7L2|TGFB1|NEDD4L|CLPB,-4.8,cluster_1_x_name
DisGeNET,35,C1762616,"Meningioma, benign, no ICD-O subtype",,-6.8,5.4,7.4,30244,404,207,15,7.2,1.8,358|596|1031|1844|2099|2260|4292|5241|5728|5747|7040|7329|8289|8842|84444,AQP1|BCL2|CDKN2C|DUSP2|ESR1|FGFR1|MLH1|PGR|PTEN|PTK2|TGFB1|UBE2I|ARID1A|PROM1|DOT1L,-4.8,cluster_1_x_name
DisGeNET,35,C0598608,Hyperhomocysteinemia,,-6.8,7.1,8,30244,246,207,12,5.8,1.6,348|596|1026|2346|2904|4846|5970|6857|7040|23411|23576|79068,APOE|BCL2|CDKN1A|FOLH1|GRIN2B|NOS3|RELA|SYT1|TGFB1|SIRT1|DDAH1|FTO,-4.8,cluster_1_x_name
DisGeNET,35,C0278877,Adult Meningioma,,-6.8,5.4,7.4,30244,405,207,15,7.2,1.8,358|596|1031|1844|2099|2260|4292|5241|5728|5747|7040|7329|8289|8842|84444,AQP1|BCL2|CDKN2C|DUSP2|ESR1|FGFR1|MLH1|PGR|PTEN|PTK2|TGFB1|UBE2I|ARID1A|PROM1|DOT1L,-4.8,cluster_1_x_name
DisGeNET,35,C0206677,Adenomatous Polyps,,-6.8,11,9.1,30244,120,207,9,4.3,1.4,596|2099|2346|4292|5728|7040|8170|8633|23411,BCL2|ESR1|FOLH1|MLH1|PTEN|TGFB1|SLC14A2|UNC5C|SIRT1,-4.8,cluster_1_x_name
Cell Type Signatures,7,M39050,MANNO MIDBRAIN NEUROTYPES HPERIC,,-6.8,3.9,6.8,30244,795,207,21,10,2.1,59|348|1026|2335|2669|3672|4035|5728|6237|6546|6558|7040|7094|8395|9351|9644|10060|10614|10979|135112|150094,ACTA2|APOE|CDKN1A|FN1|GEM|ITGA1|LRP1|PTEN|RRAS|SLC8A1|SLC12A2|TGFB1|TLN1|PIP5K1B|NHERF2|SH3PXD2A|ABCC9|HEXIM1|FERMT2|NCOA7|SIK1,-4.8,cluster_1_x_name
DisGeNET,35,C1848296,DOSAGE-SENSITIVE SEX REVERSAL,,-6.8,9.2,8.6,30244,159,207,10,4.8,1.5,406|596|1584|2099|3672|4792|5970|6857|23411|50507,BMAL1|BCL2|CYP11B1|ESR1|ITGA1|NFKBIA|RELA|SYT1|SIRT1|NOX4,-4.8,cluster_1_x_name
DisGeNET,35,C0017667,Nodular glomerulosclerosis,,-6.8,17,10,30244,59,207,7,3.4,1.3,1026|2335|4846|5581|5970|7040|23411,CDKN1A|FN1|NOS3|PRKCE|RELA|TGFB1|SIRT1,-4.8,cluster_1_x_name
DisGeNET,35,C0279565,Invasive Lobular Breast Carcinoma,,-6.8,13,9.6,30244,88,207,8,3.9,1.3,595|1026|2099|2260|3643|5241|5728|8660,CCND1|CDKN1A|ESR1|FGFR1|INSR|PGR|PTEN|IRS2,-4.7,cluster_1_x_name
DisGeNET,35,C0086237,"Epilepsy, Cryptogenic",,-6.8,13,9.6,30244,88,207,8,3.9,1.3,1106|1129|2697|2904|4988|6558|7040|57282,CHD2|CHRM2|GJA1|GRIN2B|OPRM1|SLC12A2|TGFB1|SLC4A10,-4.7,cluster_1_x_name
DisGeNET,35,C4733095,HER2-negative breast cancer,,-6.8,9.1,8.6,30244,160,207,10,4.8,1.5,595|898|2099|2268|2309|2697|5241|5728|23411|55107,CCND1|CCNE1|ESR1|FGR|FOXO3|GJA1|PGR|PTEN|SIRT1|ANO1,-4.7,cluster_1_x_name
DisGeNET,35,C4049938,Physical Activity Measurement,,-6.8,9.1,8.6,30244,160,207,10,4.8,1.5,348|1488|2309|2696|4883|6497|6934|22808|64116|79068,APOE|CTBP2|FOXO3|GIPR|NPR3|SKI|TCF7L2|MRAS|SLC39A8|FTO,-4.7,cluster_1_x_name
DisGeNET,35,C0750974,"Brain Tumor, Primary",,-6.8,11,9,30244,122,207,9,4.3,1.4,595|842|2697|2904|4035|4292|5156|5970|23411,CCND1|CASP9|GJA1|GRIN2B|LRP1|MLH1|PDGFRA|RELA|SIRT1,-4.7,cluster_1_x_name
DisGeNET,35,C0015923,Fetal Alcohol Syndrome,,-6.7,13,9.5,30244,89,207,8,3.9,1.3,596|842|1398|5156|6558|6934|7040|23411,BCL2|CASP9|CRK|PDGFRA|SLC12A2|TCF7L2|TGFB1|SIRT1,-4.7,cluster_1_x_name
DisGeNET,35,C0546884,Hypovolemia,,-6.7,24,11,30244,37,207,6,2.9,1.2,59|1026|1584|3767|4088|6833,ACTA2|CDKN1A|CYP11B1|KCNJ11|SMAD3|ABCC8,-4.7,cluster_1_x_name
DisGeNET,35,C0007786,Brain Ischemia,,-6.7,5.7,7.4,30244,358,207,14,6.8,1.7,348|596|842|857|1398|2697|4792|4846|4988|5970|6546|7040|54822|57419,APOE|BCL2|CASP9|CAV1|CRK|GJA1|NFKBIA|NOS3|OPRM1|RELA|SLC8A1|TGFB1|TRPM7|SLC24A3,-4.7,cluster_1_x_name
DisGeNET,35,C0947751,Vascular inflammations,,-6.7,6.2,7.6,30244,305,207,13,6.3,1.7,348|857|1843|2099|2309|4035|4846|5728|5747|6833|10174|23411|50507,APOE|CAV1|DUSP1|ESR1|FOXO3|LRP1|NOS3|PTEN|PTK2|ABCC8|SORBS3|SIRT1|NOX4,-4.7,cluster_1_x_name
DisGeNET,35,C0027830,neurofibroma,,-6.7,11,8.9,30244,125,207,9,4.3,1.4,595|2335|2346|2669|5156|5241|5728|7040|11267,CCND1|FN1|FOLH1|GEM|PDGFRA|PGR|PTEN|TGFB1|SNF8,-4.7,cluster_1_x_name
DisGeNET,35,C0023493,Adult T-Cell Lymphoma/Leukemia,,-6.7,4.6,7,30244,540,207,17,8.2,1.9,595|596|857|1026|1398|2335|2534|4035|4088|4292|4507|5728|5970|6857|7040|7514|23411,CCND1|BCL2|CAV1|CDKN1A|CRK|FN1|FYN|LRP1|SMAD3|MLH1|MTAP|PTEN|RELA|SYT1|TGFB1|XPO1|SIRT1,-4.6,cluster_1_x_name
DisGeNET,35,C0008312,Primary biliary cirrhosis,,-6.7,4.9,7.1,30244,478,207,16,7.7,1.9,348|596|1026|1605|2099|2309|3663|3672|4035|4088|4846|4988|5970|7040|9213|23236,APOE|BCL2|CDKN1A|DAG1|ESR1|FOXO3|IRF5|ITGA1|LRP1|SMAD3|NOS3|OPRM1|RELA|TGFB1|XPR1|PLCB1,-4.6,cluster_1_x_name
DisGeNET,35,C0854917,Rhabdoid Tumor of the Kidney,,-6.6,16,10,30244,62,207,7,3.4,1.3,596|1026|2309|2697|5156|8842|57580,BCL2|CDKN1A|FOXO3|GJA1|PDGFRA|PROM1|PREX1,-4.6,cluster_1_x_name
DisGeNET,35,C0270824,Visual seizure,,-6.6,7.7,8.1,30244,209,207,11,5.3,1.6,348|595|1843|2260|2697|3767|4988|6546|6558|6833|6857,APOE|CCND1|DUSP1|FGFR1|GJA1|KCNJ11|OPRM1|SLC8A1|SLC12A2|ABCC8|SYT1,-4.6,cluster_1_x_name
DisGeNET,35,C1319315,Adenocarcinoma of large intestine,,-6.6,4.6,7,30244,543,207,17,8.2,1.9,595|596|2346|2669|3643|4035|4088|4292|5728|5747|6581|6934|7040|8842|23411|54498|57580,CCND1|BCL2|FOLH1|GEM|INSR|LRP1|SMAD3|MLH1|PTEN|PTK2|SLC22A3|TCF7L2|TGFB1|PROM1|SIRT1|SMOX|PREX1,-4.6,cluster_1_x_name
DisGeNET,35,C0021670,insulinoma,,-6.6,6.8,7.8,30244,258,207,12,5.8,1.6,595|596|1026|1031|3643|4088|4292|5728|6833|7040|8660|23166,CCND1|BCL2|CDKN1A|CDKN2C|INSR|SMAD3|MLH1|PTEN|ABCC8|TGFB1|IRS2|STAB1,-4.6,cluster_1_x_name
DisGeNET,35,C0265004,Dilatation of aorta,,-6.6,22,11,30244,39,207,6,2.9,1.2,348|4035|4088|4883|7040|23411,APOE|LRP1|SMAD3|NPR3|TGFB1|SIRT1,-4.6,cluster_1_x_name
DisGeNET,35,C0006287,Bronchopulmonary Dysplasia,,-6.6,5.2,7.2,30244,423,207,15,7.2,1.8,348|596|842|1026|1129|1605|1843|2335|4792|4846|5156|7040|8170|23411|23576,APOE|BCL2|CASP9|CDKN1A|CHRM2|DAG1|DUSP1|FN1|NFKBIA|NOS3|PDGFRA|TGFB1|SLC14A2|SIRT1|DDAH1,-4.6,cluster_1_x_name
DisGeNET,35,C0276496,Familial Alzheimer Disease (FAD),,-6.6,6.7,7.7,30244,260,207,12,5.8,1.6,348|595|596|2099|2904|3643|4205|4846|6237|7040|7329|54822,APOE|CCND1|BCL2|ESR1|GRIN2B|INSR|MEF2A|NOS3|RRAS|TGFB1|UBE2I|TRPM7,-4.6,cluster_1_x_name
DisGeNET,35,C0153452,Malignant neoplasm of gallbladder,,-6.6,5.2,7.2,30244,425,207,15,7.2,1.8,348|596|1026|1593|1843|2099|4088|4292|5241|5581|5728|6720|7040|8842|23327,APOE|BCL2|CDKN1A|CYP27A1|DUSP1|ESR1|SMAD3|MLH1|PGR|PRKCE|PTEN|SREBF1|TGFB1|PROM1|NEDD4L,-4.6,cluster_1_x_name
DisGeNET,35,C0037274,Dermatologic disorders,,-6.6,4.3,6.8,30244,615,207,18,8.7,2,596|857|1398|2099|2335|2534|2669|2697|3672|4035|4792|4988|5728|5970|6857|7040|8554|50507,BCL2|CAV1|CRK|ESR1|FN1|FYN|GEM|GJA1|ITGA1|LRP1|NFKBIA|OPRM1|PTEN|RELA|SYT1|TGFB1|PIAS1|NOX4,-4.6,cluster_1_x_name
DisGeNET,35,C0017612,"Glaucoma, Open-Angle",,-6.6,10,8.7,30244,129,207,9,4.3,1.4,154|348|857|1026|2099|2697|4053|51422|60312,ADRB2|APOE|CAV1|CDKN1A|ESR1|GJA1|LTBP2|PRKAG2|AFAP1,-4.6,cluster_1_x_name
DisGeNET,35,C0023269,leiomyosarcoma,,-6.6,7.5,8,30244,213,207,11,5.3,1.6,596|2099|2346|3159|4205|5156|5241|5728|8660|10979|55107,BCL2|ESR1|FOLH1|HMGA1|MEF2A|PDGFRA|PGR|PTEN|IRS2|FERMT2|ANO1,-4.6,cluster_1_x_name
DisGeNET,35,C0343641,Human papilloma virus infection,,-6.5,5.1,7.1,30244,428,207,15,7.2,1.8,595|596|857|1026|2099|2260|2669|4088|4292|4792|5241|5728|5970|6857|7040,CCND1|BCL2|CAV1|CDKN1A|ESR1|FGFR1|GEM|SMAD3|MLH1|NFKBIA|PGR|PTEN|RELA|SYT1|TGFB1,-4.5,cluster_1_x_name
DisGeNET,35,C0042373,Vascular Diseases,,-6.5,4,6.7,30244,688,207,19,9.2,2,59|348|857|1785|2099|2309|3159|4088|4643|4846|5728|7040|8842|10152|10266|23411|50507|54822|79068,ACTA2|APOE|CAV1|DNM2|ESR1|FOXO3|HMGA1|SMAD3|MYO1E|NOS3|PTEN|TGFB1|PROM1|ABI2|RAMP2|SIRT1|NOX4|TRPM7|FTO,-4.5,cluster_1_x_name
DisGeNET,35,C0202239,Uric acid measurement (procedure),,-6.5,6.6,7.6,30244,264,207,12,5.8,1.6,842|1373|3643|6934|7369|8170|10864|51422|79068|85004|135112|152831,CASP9|CPS1|INSR|TCF7L2|UMOD|SLC14A2|SLC22A7|PRKAG2|FTO|RERG|NCOA7|KLB,-4.5,cluster_1_x_name
DisGeNET,35,C0474809,Endometrioid tumor,,-6.5,1.5e+02,21,30244,3,207,3,1.4,0.83,596|5728|8289,BCL2|PTEN|ARID1A,-4.5,cluster_1_x_name
DisGeNET,35,C0027662,Multiple Endocrine Neoplasia,,-6.5,16,9.9,30244,65,207,7,3.4,1.3,596|1031|4088|5728|6259|6546|10818,BCL2|CDKN2C|SMAD3|PTEN|RYK|SLC8A1|FRS2,-4.5,cluster_1_x_name
DisGeNET,35,C0011644,Scleroderma,,-6.5,6,7.4,30244,316,207,13,6.3,1.7,596|857|1398|2099|2309|2335|2669|4088|4846|5970|6857|7040|23411,BCL2|CAV1|CRK|ESR1|FOXO3|FN1|GEM|SMAD3|NOS3|RELA|SYT1|TGFB1|SIRT1,-4.5,cluster_1_x_name
DisGeNET,35,C0008497,Choriocarcinoma,,-6.5,5.1,7.1,30244,431,207,15,7.2,1.8,596|842|857|2099|2260|3643|4035|4088|5241|5728|5970|6581|6857|7040|10979,BCL2|CASP9|CAV1|ESR1|FGFR1|INSR|LRP1|SMAD3|PGR|PTEN|RELA|SLC22A3|SYT1|TGFB1|FERMT2,-4.5,cluster_1_x_name
DisGeNET,35,C0006413,Burkitt Lymphoma,,-6.5,4.5,6.9,30244,556,207,17,8.2,1.9,406|596|842|1026|1844|2268|2335|3159|3643|3663|4773|4792|5156|5728|7040|8289|80824,BMAL1|BCL2|CASP9|CDKN1A|DUSP2|FGR|FN1|HMGA1|INSR|IRF5|NFATC2|NFKBIA|PDGFRA|PTEN|TGFB1|ARID1A|DUSP16,-4.5,cluster_1_x_name
DisGeNET,35,C4721806,"Carcinoma, Basal Cell",,-6.5,4.5,6.8,30244,557,207,17,8.2,1.9,348|595|596|1129|1398|1593|2099|2335|2669|2697|3159|4292|5156|6934|7040|8945|23411,APOE|CCND1|BCL2|CHRM2|CRK|CYP27A1|ESR1|FN1|GEM|GJA1|HMGA1|MLH1|PDGFRA|TCF7L2|TGFB1|BTRC|SIRT1,-4.5,cluster_1_x_name
DisGeNET,35,C0023892,Biliary cirrhosis,,-6.5,10,8.6,30244,132,207,9,4.3,1.4,857|1026|1605|2099|2335|3663|4846|5970|7040,CAV1|CDKN1A|DAG1|ESR1|FN1|IRF5|NOS3|RELA|TGFB1,-4.5,cluster_1_x_name
DisGeNET,35,C0221271,Elastosis perforans serpiginosa,,-6.5,15,9.8,30244,66,207,7,3.4,1.3,348|3643|5970|6857|7040|23236|23411,APOE|INSR|RELA|SYT1|TGFB1|PLCB1|SIRT1,-4.5,cluster_1_x_name
DisGeNET,35,C0036982,"Shock, Hemorrhagic",,-6.5,21,11,30244,41,207,6,2.9,1.2,596|2099|2697|4846|5970|23411,BCL2|ESR1|GJA1|NOS3|RELA|SIRT1,-4.5,cluster_1_x_name
DisGeNET,35,C0024668,"Mammary Neoplasms, Experimental",,-6.5,7.4,7.8,30244,218,207,11,5.3,1.6,358|595|596|842|898|2099|2335|5241|5747|6558|7329,AQP1|CCND1|BCL2|CASP9|CCNE1|ESR1|FN1|PGR|PTK2|SLC12A2|UBE2I,-4.5,cluster_1_x_name
DisGeNET,35,C1314691,Age at menarche,,-6.4,6.6,7.6,30244,267,207,12,5.8,1.6,406|1106|1488|1605|2309|5587|8170|8289|23236|51530|57419|79068,BMAL1|CHD2|CTBP2|DAG1|FOXO3|PRKD1|SLC14A2|ARID1A|PLCB1|ZC3HC1|SLC24A3|FTO,-4.5,cluster_1_x_name
DisGeNET,35,C0007194,Hypertrophic Cardiomyopathy,,-6.4,4.4,6.8,30244,559,207,17,8.2,1.9,59|596|857|2099|2697|3643|4205|4624|4846|4881|6523|7040|10060|10979|22808|51422|79068,ACTA2|BCL2|CAV1|ESR1|GJA1|INSR|MEF2A|MYH6|NOS3|NPR1|SLC5A1|TGFB1|ABCC9|FERMT2|MRAS|PRKAG2|FTO,-4.5,cluster_1_x_name
DisGeNET,35,C0220668,Congenital contractural arachnodactyly,,-6.4,4.4,6.8,30244,559,207,17,8.2,1.9,595|596|842|1026|1544|2260|3159|4846|5156|5530|5728|6581|7040|8289|8842|60312|114881,CCND1|BCL2|CASP9|CDKN1A|CYP1A2|FGFR1|HMGA1|NOS3|PDGFRA|PPP3CA|PTEN|SLC22A3|TGFB1|ARID1A|PROM1|AFAP1|OSBPL7,-4.5,cluster_1_x_name
DisGeNET,35,C0262587,Parathyroid Adenoma,,-6.4,9.9,8.5,30244,133,207,9,4.3,1.4,595|857|1026|1031|1500|2099|4088|6857|7329,CCND1|CAV1|CDKN1A|CDKN2C|CTNND1|ESR1|SMAD3|SYT1|UBE2I,-4.5,cluster_1_x_name
COVID,200,COVID191,RNA_Stukalov_A549-ACE2_24h_Up,,-6.4,12,9,30244,98,207,8,3.9,1.3,463|596|1106|1843|2669|4792|80824|81619,ZFHX3|BCL2|CHD2|DUSP1|GEM|NFKBIA|DUSP16|TSPAN14,-4.4,cluster_1_x_name
DisGeNET,35,C0037284,Skin lesion,,-6.4,4.4,6.8,30244,563,207,17,8.2,1.9,595|596|1026|1500|1843|2335|3159|4088|4292|4846|5156|5728|6541|6542|7040|23166|23411,CCND1|BCL2|CDKN1A|CTNND1|DUSP1|FN1|HMGA1|SMAD3|MLH1|NOS3|PDGFRA|PTEN|SLC7A1|SLC7A2|TGFB1|STAB1|SIRT1,-4.4,cluster_1_x_name
